13,97552,1046.2,65.50,730,50,130980
13,97553,1045.9,65.70,710,47,131988
13,97552,1046.2,65.88,686,43,132995
12,97556,1045.2,66.04,671,41,134001
12,97555,1045.4,66.18,678,42,135009
12,97548,1045.8,66.36,686,43,136015
12,97551,1045.1,66.52,678,42,137022
12,97557,1044.8,66.67,678,42,138030
12,97554,1045.7,66.81,694,44,139036
12,97553,1045.9,66.97,686,43,140044
12,97550,1046.8,67.10,678,42,141050
12,97551,1046.7,67.21,678,42,142057
12,97552,1046.3,67.33,671,41,143065
12,97564,1043.0,67.48,678,42,144071
12,97565,1042.7,67.59,678,42,145078
12,97559,1044.3,67.73,671,41,146085
12,97560,1043.9,67.82,686,43,147092
12,97556,1045.3,67.93,678,42,148100
12,97556,1045.3,68.05,671,41,149106
12,97564,1042.8,68.16,678,42,150113
12,97558,1044.7,68.25,686,43,151120
11,97553,1045.3,68.34,678,42,152127
11,97556,1045.3,68.47,678,42,153134
11,97561,1043.8,68.54,678,42,154141
11,97556,1045.1,68.61,666,40,155148
11,97568,1041.7,68.70,671,41,156154
11,97557,1043.2,68.77,653,38,157162
11,97561,1043.7,68.86,643,37,158169
11,97561,1043.7,68.95,631,35,159175
11,97559,1044.2,69.03,637,36,160183
11,97561,1043.7,69.13,671,41,161189
11,97560,1044.0,69.22,710,47,162197
11,97562,1043.5,69.31,715,47,163204
11,97562,1043.5,69.39,710,47,164210
11,97557,1044.8,69.46,752,53,165218
11,97561,1043.7,69.51,895,75,166224
11,97569,1041.5,69.57,1090,105,167231
11,97568,1041.9,69.62,1231,126,168239
11,97556,1045.2,69.67,1330,141,169245
11,97556,1043.6,69.75,1330,141,170253
11,97563,1043.3,69.82,1266,131,171259
11,97561,1043.8,69.89,1252,129,172267
11,97564,1043.0,69.93,1252,129,173274
11,97563,1043.3,70.00,1266,131,174280
11,97559,1044.3,70.07,1140,112,175288
11,97566,1042.5,70.11,1215,124,176294
11,97561,1043.8,70.14,1231,126,177302
11,97565,1044.3,70.18,1231,126,178309
11,97565,1042.6,70.23,1310,138,179316
11,97561,1043.7,70.29,1310,138,180323
11,97566,1042.3,70.34,1345,143,181330
11,97582,1037.8,70.20,1330,141,182337
11,97566,1042.3,70.16,1360,146,183344
11,97568,1041.7,70.16,1376,148,184351
11,97582,1037.8,69.93,1360,146,185358
11,97603,1031.2,69.53,1310,138,186365
11,97615,1028.7,68.99,1198,121,187372
11,97605,1031.4,68.61,1128,110,188380
11,97659,1016.1,67.69,1035,96,189386
11,97642,1020.8,66.94,844,67,190393
11,97647,1019.7,66.18,702,46,191400
11,97645,1020.1,65.53,631,35,192407
11,97671,1012.8,64.54,577,26,193415
11,97621,1026.9,64.15,545,22,194421
12,97654,1017.6,63.36,531,19,195428
12,97687,1008.4,62.17,505,15,196435
12,97674,1012.1,61.14,477,11,197442
12,97623,1026.3,60.62,477,11,198449
12,97615,1028.7,60.24,461,9,199456
13,97659,1016.1,59.38,451,7,200463
13,97652,1018.2,58.60,441,6,201469
13,97664,1014.8,57.78,436,5,202477
13,97623,1026.3,57.34,425,3,203484
14,97608,1030.5,57.11,425,3,204490
14,97647,1021.7,56.52,425,3,205497
14,97632,1023.8,56.01,425,3,206504
14,97619,1027.4,55.63,425,3,207511
14,97623,1027.2,55.17,423,3,208518
14,97630,1024.5,54.59,423,3,209525
15,97641,1021.3,53.96,415,2,210532
15,97636,1022.8,53.44,410,1,211538
15,97623,1026.3,52.97,407,1,212546
15,97636,1022.7,52.41,410,1,213553
16,97624,1026.2,52.00,400,0,214559
16,97626,1025.4,51.57,400,0,215567
16,97623,1026.2,51.08,400,0,216573
16,97617,1028.1,50.67,400,0,217580
16,97628,1024.8,50.18,400,0,218588
17,97629,1024.8,49.69,400,0,219594
17,97596,1034.1,49.51,406,0,220601
17,97586,1036.7,49.44,470,10,221608
18,97562,1043.6,49.64,526,19,222615
18,97541,1049.4,50.07,629,34,223622
18,97559,1044.3,50.38,761,54,224629
18,97564,1043.0,50.56,844,67,225636
18,97556,1045.2,50.77,885,73,226642
18,97543,1048.7,51.13,915,78,227650
18,97549,1047.8,51.40,959,85,228657
18,97548,1047.4,51.58,995,90,229663
19,97555,1046.4,51.78,1007,92,230671
19,97548,1047.6,52.03,1060,100,231677
20,97551,1045.9,52.29,1090,105,232685
20,97552,1046.3,52.54,1102,106,233692
20,97553,1046.1,52.84,1140,112,234699
19,97554,1045.8,53.08,1102,106,235706
19,97548,1044.4,53.29,1071,102,236712
18,97544,1048.7,53.58,1047,98,237720
18,97549,1047.1,53.82,1035,96,238727
18,97549,1047.2,54.07,1035,96,239734
18,97556,1045.3,54.32,1035,96,240741
18,97552,1046.4,54.55,1047,98,241747
18,97550,1046.9,54.81,1060,100,242755
17,97554,1047.3,55.06,1071,102,243762
17,97543,1048.7,55.31,1113,108,244769
17,97546,1048.1,55.60,1122,109,245776
17,97549,1047.3,55.85,1140,112,246784
